sku_id,sku_key,name,option,group,rg_actual,self_estimate,self_count,rg_inbound,unit_cost,note
62,cp:16209771030:네이비 XL,"아이더 남성 반소매 아이스 폴로, 남성 쿨카라티셔츠, 여름 카라티셔츠",네이비 XL,g45,0,,0,0,,입고 기록 없음
63,cp:16209771030:네이비 XXL,"아이더 남성 반소매 아이스 폴로, 남성 쿨카라티셔츠, 여름 카라티셔츠",네이비 XXL,g46,0,,0,0,,입고 기록 없음
64,cp:16209771030:블랙 M,"아이더 남성 반소매 아이스 폴로, 남성 쿨카라티셔츠, 여름 카라티셔츠",블랙 M,g47,0,,0,0,,입고 기록 없음
65,cp:16209771030:블랙 L,"아이더 남성 반소매 아이스 폴로, 남성 쿨카라티셔츠, 여름 카라티셔츠",블랙 L,g48,0,,0,0,,입고 기록 없음
66,cp:16209771030:블랙 XL,"아이더 남성 반소매 아이스 폴로, 남성 쿨카라티셔츠, 여름 카라티셔츠",블랙 XL,g49,0,,0,0,,입고 기록 없음
67,cp:16209771030:블랙 XXL,"아이더 남성 반소매 아이스 폴로, 남성 쿨카라티셔츠, 여름 카라티셔츠",블랙 XXL,g50,0,,0,0,,입고 기록 없음
70,cp:16277816341:60정,덴프스 엔엠엔 NMN 250 700mg x 60정 30일분,60정,g53,0,0,10,0,,무효 판매 1개 — 추정이 부풀었을 수 있다
71,cp:16263936282:45g,"LABNOSH 랩노쉬 슬림쉐이크 더블초코, 다이어트 쉐이크, 단백질 쉐이크, 랩노쉬 신상 쉐이크",45g,g54,0,-21,0,0,,무효 판매 31개 — 추정이 부풀었을 수 있다
76,cp:16202985161:200g,"코스트코 보태니컬 비누, 선물용 답례품 포장 4가지 향, 알로에 베라 위드 그린 티 익스트랙트, 와일드 베리 크러쉬, 프란지파니 위드 이브닝 프림로즈 오일, 핑크 리치",200g,g59,0,0,0,0,,
93,cp:16262230452:100ml,다슈 울트라 홀딩 파워 왁스,100ml,g67,0,-24,0,0,,무효 판매 24개 — 추정이 부풀었을 수 있다
100,cp:16320666229:1개입,"라비오라 각질 순삭 보습 관리 팩 레몬 허니 워시오프 팩 150g, 코스트코 판매제품",1개입,g71,0,-11,0,0,,무효 판매 3개 — 추정이 부풀었을 수 있다
105,cp:16322394185:M(95) 네이비블루/블루,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",M(95) 네이비블루/블루,g74,0,,0,0,,입고 기록 없음
106,cp:16322394185:L(100) 네이비블루/블루,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",L(100) 네이비블루/블루,g75,0,,0,0,,입고 기록 없음
107,cp:16322394185:XL(105) 네이비블루/블루,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",XL(105) 네이비블루/블루,g76,0,,0,0,,입고 기록 없음
108,cp:16322394185:M(95) 네이비/그린,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",M(95) 네이비/그린,g77,0,,0,0,,입고 기록 없음
109,cp:16322394185:L(100) 네이비/그린,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",L(100) 네이비/그린,g78,0,,0,0,,입고 기록 없음
110,cp:16322394185:XL(105) 네이비/그린,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",XL(105) 네이비/그린,g79,0,,0,0,,입고 기록 없음
111,cp:16322394185:M(95) 다크네이비/네이비,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",M(95) 다크네이비/네이비,g80,0,,0,0,,입고 기록 없음
113,cp:16322394185:XL(105) 다크네이비/네이비,"[1+1] 코데즈컴바인 남성 라운지 반바지, 코스트코 판매 제품",XL(105) 다크네이비/네이비,g82,0,,0,0,,입고 기록 없음
115,cp:16351744951:100(M) 블랙,트루릴리젼 남성 긴소매 크루넥 맨투맨 블랙,100(M) 블랙,g84,0,,0,0,,입고 기록 없음
116,cp:16351744951:110(XL) 블랙,트루릴리젼 남성 긴소매 크루넥 맨투맨 블랙,110(XL) 블랙,g85,0,,0,0,,입고 기록 없음
117,cp:16351744951:95(S) 블랙,트루릴리젼 남성 긴소매 크루넥 맨투맨 블랙,95(S) 블랙,g86,0,,0,0,,입고 기록 없음
135,cp:16346825120:화이트+그레이스트라이프 160,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,화이트+그레이스트라이프 160,g90,0,,0,0,,입고 기록 없음 · 2개 옵션 그룹 — 그룹 추정 null을 옵션별로 나눠 적는다
137,cp:16346825120:그레이+네이비스트라이프 130,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,그레이+네이비스트라이프 130,g92,0,,0,0,,입고 기록 없음
138,cp:16346825120:그레이+네이비스트라이프 140,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,그레이+네이비스트라이프 140,g93,0,,0,0,,입고 기록 없음
139,cp:16346825120:화이트+그레이스트라이프 140,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,화이트+그레이스트라이프 140,g94,0,,0,0,,입고 기록 없음
140,cp:16346825120:화이트+그레이스트라이프 130,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,화이트+그레이스트라이프 130,g95,0,,0,0,,입고 기록 없음
141,cp:16346825120:그레이+네이비스트라이프 150,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,그레이+네이비스트라이프 150,g96,0,,0,0,,입고 기록 없음
142,cp:16346825120:그레이+네이비스트라이프 160,마크곤잘레스 키즈 긴팔 티셔츠 2매 세트 130-160,그레이+네이비스트라이프 160,g90,0,,0,0,,입고 기록 없음 · 2개 옵션 그룹 — 그룹 추정 null을 옵션별로 나눠 적는다
143,cp:16349039276:블랙 / 250mm,퐁실퐁실 리본자수 극세사 거실 슬리퍼 실내화 커플 룸슈즈 250mm,블랙 / 250mm,g97,0,,0,0,,입고 기록 없음
144,cp:16349039276:아이보리 / 250mm,퐁실퐁실 리본자수 극세사 거실 슬리퍼 실내화 커플 룸슈즈 250mm,아이보리 / 250mm,g98,0,,0,0,,입고 기록 없음
145,cp:16368061145:12ml / 12g,뉴트리원 유기농 올리브 레몬 세트 스페인산 엑스트라버진 올리브오일 40포 + 레몬즙 40포 명절 선물세트,12ml / 12g,g99,0,,0,0,,입고 기록 없음
157,cp:16370591465:750ml,오스트레일리안 보태니컬 핸드워시 샌달우드 750ml + 여행용 소분 파우치 50ml,750ml,g103,0,,0,0,,입고 기록 없음
158,cp:16375917672:155 (키 155cm 전후),노티카 키즈 후드집업 주니어 아동 남녀공용 오버핏 후디,155 (키 155cm 전후),g104,0,,0,0,,입고 기록 없음 · 3개 옵션 그룹 — 그룹 추정 null을 옵션별로 나눠 적는다
159,cp:16375917672:165 (키 160cm 이상),노티카 키즈 후드집업 주니어 아동 남녀공용 오버핏 후디,165 (키 160cm 이상),g104,0,,0,0,,입고 기록 없음 · 3개 옵션 그룹 — 그룹 추정 null을 옵션별로 나눠 적는다
160,cp:16375917672:아이보리 165 (키 160cm 이상),노티카 키즈 후드집업 주니어 아동 남녀공용 오버핏 후디,아이보리 165 (키 160cm 이상),g104,0,,0,0,,입고 기록 없음 · 3개 옵션 그룹 — 그룹 추정 null을 옵션별로 나눠 적는다
161,cp:16390389215:34ml,도미나스 하이퍼 피토닝 앰플 Ex 트라넥삼산 기미 20ml + 7ml 2개,34ml,g105,0,,0,0,,입고 기록 없음
162,cp:16376323038:330ml,매일유업 퓨어틴 커피 쉐이크 330ml 단백질쉐이크 단백질커피 프로틴음료,330ml,g106,0,,0,0,,입고 기록 없음
165,cp:16384057207:블랙 (39×30cm · 손잡이 포함),코듀로이 노트북 파우치 가방 손잡이 분리형 13~15인치 블랙,블랙 (39×30cm · 손잡이 포함),g108,0,,0,0,,입고 기록 없음
166,cp:16383239450:,독일 카밀 핸드크림 세트 클래식 133ml 2개 + 라벤더 75ml + 인텐시브 30ml,,g109,0,,0,0,,입고 기록 없음
167,cp:16383055524:그레이 FW20,보이러 FW20 풋워머 전기 발난로 발보온기 사무실 겨울 온열기,그레이 FW20,g110,0,,0,0,,입고 기록 없음
168,cp:16380884443:,캐스키드슨 브리티시 가든 바디케어 6종 선물세트 바디워시 바디로션 각 450ml,,g111,0,,0,0,,입고 기록 없음
169,cp:16375738526:카키 / 78(30),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,카키 / 78(30),g112,0,,0,0,,입고 기록 없음
170,cp:16375738526:카키 / 82(32),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,카키 / 82(32),g113,0,,0,0,,입고 기록 없음
171,cp:16375738526:카키 / 86(34),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,카키 / 86(34),g114,0,,0,0,,입고 기록 없음
172,cp:16375738526:카키 / 90(36),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,카키 / 90(36),g115,0,,0,0,,입고 기록 없음
173,cp:16375738526:차콜 / 78(30),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,차콜 / 78(30),g116,0,,0,0,,입고 기록 없음
174,cp:16375738526:차콜 / 82(32),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,차콜 / 82(32),g117,0,,0,0,,입고 기록 없음
175,cp:16375738526:차콜 / 86(34),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,차콜 / 86(34),g118,0,,0,0,,입고 기록 없음
176,cp:16375738526:차콜 / 90(36),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,차콜 / 90(36),g119,0,,0,0,,입고 기록 없음
177,cp:16375738526:베이지 / 78(30),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,베이지 / 78(30),g120,0,,0,0,,입고 기록 없음
178,cp:16375738526:베이지 / 82(32),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,베이지 / 82(32),g121,0,,0,0,,입고 기록 없음
179,cp:16375738526:베이지 / 86(34),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,베이지 / 86(34),g122,0,,0,0,,입고 기록 없음
180,cp:16375738526:베이지 / 90(36),케네스콜 남성 워싱 코튼 팬츠 치노 면바지 5포켓,베이지 / 90(36),g123,0,,0,0,,입고 기록 없음
181,cp:16340041106:폴리지 그린 / FREE,헬리녹스 3WAY 멀티 보딩백 26L 백팩 숄더백 브리프케이스 기내용 여행가방,폴리지 그린 / FREE,g124,0,,0,0,,입고 기록 없음
182,cp:16340041106:블랙 / FREE,헬리녹스 3WAY 멀티 보딩백 26L 백팩 숄더백 브리프케이스 기내용 여행가방,블랙 / FREE,g125,0,,0,0,,입고 기록 없음
183,cp:16310878767:30cm x 40.5cm,스테츠 그릴 트레이 일회용 석쇠 10매입,30cm x 40.5cm,g126,0,,0,0,,입고 기록 없음
184,cp:16299273341:1.428kg,"웨이더 플러스 단백질 보충제 1.428kg, 프로틴파우더, 코스트코 인기제품",1.428kg,g127,0,,0,0,,입고 기록 없음
185,cp:16294880149:750ml,"이볼루덤 미셀라 워터, 프랑스 메이크업 클렌징, 아침 세안, 코스트코 인기 제품",750ml,g128,0,,0,0,,입고 기록 없음
186,cp:16254079333:warm 조명,LED 캠핑등 스트링라이트 감성조명 텐트실내등 캠핑스트링라이트 캠핑감성조명 텐트등 캠핑무드등 캠핑조명,warm 조명,g129,0,,0,0,,입고 기록 없음
187,cp:16254079333:RGB조명,LED 캠핑등 스트링라이트 감성조명 텐트실내등 캠핑스트링라이트 캠핑감성조명 텐트등 캠핑무드등 캠핑조명,RGB조명,g130,0,,0,0,,입고 기록 없음
188,cp:16246407545:화이트+ 블랙 + 그린 + 레드 / 숟가락 + 젓가락,네오플램 레브 스텐 수저 커트러리 4종 세트 화이트 블랙 그린 레드,화이트+ 블랙 + 그린 + 레드 / 숟가락 + 젓가락,g131,0,,0,0,,입고 기록 없음
189,cp:16239782366:16g / 40개입,"바리스트커피볼, 코스트코 헤이즐럿 액상 커피",16g / 40개입,g132,0,,0,0,,입고 기록 없음
190,cp:16223494039:블랙 + 화이트 YS57-25072,"맥스빅팬 2개입, 팬이 커서 시원한 휴대용 선풍기",블랙 + 화이트 YS57-25072,g133,0,,0,0,,입고 기록 없음
191,cp:16209674288:단일상품,"콜맨 스크린 하우스, 콜맨 모기장 타프, 캠핑 벌레 차단 타프",단일상품,g134,0,,0,0,,입고 기록 없음
192,cp:16201283392:화이트,"티셔츠 보관함, 티셔츠 트레이, 옷정리 보관함, 옷정리 트레이, 서랍형 옷정리",화이트,g135,0,,0,0,,입고 기록 없음
194,cp:16185721165:화이트 / FREE,아이스트레이 원터치 얼음보관 얼음트레이,화이트 / FREE,g137,0,,0,0,,입고 기록 없음
195,cp:16184340738:라이트멜란지그레이 S,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",라이트멜란지그레이 S,g138,0,,0,0,,입고 기록 없음
196,cp:16184340738:라이트멜란지그레이 M,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",라이트멜란지그레이 M,g139,0,,0,0,,입고 기록 없음
197,cp:16184340738:라이트멜란지그레이 L,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",라이트멜란지그레이 L,g140,0,,0,0,,입고 기록 없음
198,cp:16184340738:라이트멜란지그레이 XL,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",라이트멜란지그레이 XL,g141,0,,0,0,,입고 기록 없음
199,cp:16184340738:차콜 S,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",차콜 S,g142,0,,0,0,,입고 기록 없음
200,cp:16184340738:차콜 M,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",차콜 M,g143,0,,0,0,,입고 기록 없음
201,cp:16184340738:차콜 L,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",차콜 L,g144,0,,0,0,,입고 기록 없음
202,cp:16184340738:차콜 XL,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",차콜 XL,g145,0,,0,0,,입고 기록 없음
203,cp:16184340738:블랙 S,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",블랙 S,g146,0,,0,0,,입고 기록 없음
204,cp:16184340738:블랙 M,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",블랙 M,g147,0,,0,0,,입고 기록 없음
205,cp:16184340738:블랙 L,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",블랙 L,g148,0,,0,0,,입고 기록 없음
206,cp:16184340738:블랙 XL,"컬럼비아 유니버시티 성인 반소매 티셔츠, 그래픽 라운드넥 반팔티셔츠",블랙 XL,g149,0,,0,0,,입고 기록 없음
207,cp:16174956177:FAN STAND 화이트네이비,루메나 탁상용 선풍기 STAND 4 (2개입),FAN STAND 화이트네이비,g150,0,,0,0,,입고 기록 없음
208,cp:16174721587:160g,레드씰 프로폴리스 민트 치약 뉴질랜드 입냄새제거 천연치약,160g,g151,0,,0,0,,입고 기록 없음
209,cp:16162067653:500정,코스트코 커클랜드 비타민C 1000mg 500정 대용량 고함량 면역력 영양기능식품,500정,g152,0,,0,0,,입고 기록 없음
210,cp:16278657003:화이트그레이 3단,"옷 늘어남 방지 접이식 니트 평건조대 속옷 양말 건조망, 니트 어깨 뿔 방지",화이트그레이 3단,g153,0,,0,0,,입고 기록 없음
211,cp:16278657003:화이트그레이 1단,"옷 늘어남 방지 접이식 니트 평건조대 속옷 양말 건조망, 니트 어깨 뿔 방지",화이트그레이 1단,g154,0,,0,0,,입고 기록 없음
213,cp:16269643214:white,"변형없는 브래지어 고급형 세탁망, 변형방지 브래지어 세탁망",white,g156,0,,0,0,,입고 기록 없음
215,cp:16239610526:L 혼합색상,디아도라 남성 냉감 브리프,L 혼합색상,g157,0,,0,0,,입고 기록 없음
216,cp:16229093066:화이트 / FREE,[CU]큐브 아이스 넥쿨러 2세대 여름 아이스 넥밴드 냉감 얼음스카프 쿨스카프 쿨링 넥밴드,화이트 / FREE,g158,0,,0,0,,입고 기록 없음
